"Sector","Major Head ","Cat","Cat2","Identity","FY 00","FY 01","FY 02","FY 03","FY 04","FY 05","FY 06","FY 07","FY 08","FY 09","FY 10","FY 11"
"REES","MH 2552","B","S","Arunachal Pradesh","0.35","0.21","0.15","0.03","1.11","1.78","4.42","4.83","6.00","4.77","5.44","7.06"
"REES","MH 2552","B","S","Assam","6.79","1.70","1.37","0.81","9.21","5.67","5.50","9.95","4.21","2.08","5.92","3.33"
"REES","MH 2552","B","G","Bihar","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2552","B","G","Chattisgarh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2552","B","UT","D NCT Delhi","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2552","B","G","Goa","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2552","B","G","Gujarat","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2552","B","G","Haryana","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2552","B","S","Himachal Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2552","B","S","Jammu and Kashmir","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2552","B","G","Jharkhand","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2552","B","G","Karnataka","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2552","B","G","Kerala","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2552","B","G","Madhya Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2552","B","G","Maharastra","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2552","B","S","Manipur","0.27","0.18","0.22","0.67","3.50","1.78","2.04","5.96","0.97","2.06","0.99","7.79"
"REES","MH 2552","B","S","Meghalaya","0.45","1.29","1.43","0.10","1.33","8.68","4.05","7.33","22.26","24.93","23.17","14.82"
"REES","MH 2552","B","S","Mizoram","0.10","0.29","0.86","1.53","8.09","6.52","7.52","6.85","6.57","5.72","0.00","0.00"
"REES","MH 2552","B","S","Nagaland","1.76","1.78","1.92","2.28","3.06","2.50","5.63","10.76","3.08","6.15","6.88","15.00"
"REES","MH 2552","B","G","Orissa","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2552","B","G","Punjab","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2552","B","G","Rajasthan","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2552","B","S","Sikkim","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2552","B","G","Tamil Nadu","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2552","B","S","Tripura","0.60","5.58","0.40","0.03","2.22","2.14","1.95","2.41","3.37","3.72","2.49","1.32"
"REES","MH 2552","B","G","Uttar Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2552","B","S","Uttarakhand","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2552","B","G","West Bengal","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2553","A","U","A Union Govt","1390.24","2080.00","1800.00","1600.00","1682.00","1310.00","1433.90","1451.50","1470.55","1580.00","1531.50","1533.31"
"REES","MH 2553","B","UT","A UT Puducherry","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2553","B","G","Andhra Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2553","B","S","Arunachal Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2553","B","S","Assam","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2553","B","G","Bihar","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2553","B","G","Chattisgarh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2553","B","UT","D NCT Delhi","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2553","B","G","Goa","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2553","B","G","Gujarat","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2553","B","G","Haryana","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2553","B","S","Himachal Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2553","B","S","Jammu and Kashmir","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2553","B","G","Jharkhand","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2553","B","G","Karnataka","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2553","B","G","Kerala","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2553","B","G","Madhya Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2553","B","G","Maharastra","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2553","B","S","Manipur","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2553","B","S","Meghalaya","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2553","B","S","Mizoram","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2553","B","S","Nagaland","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2553","B","G","Orissa","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2553","B","G","Punjab","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2553","B","G","Rajasthan","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2553","B","S","Sikkim","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2553","B","G","Tamil Nadu","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2553","B","S","Tripura","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2553","B","G","Uttar Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2553","B","S","Uttarakhand","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2553","B","G","West Bengal","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2575","A","U","A Union Govt","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2575","B","UT","A UT Puducherry","0.00","0.00","7.50","12.00","14.16","17.19","28.31","28.64","29.59","27.40","29.84","29.20"
"REES","MH 2575","B","G","Andhra Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2575","B","S","Arunachal Pradesh","13.00","6.80","13.00","7.27","13.62","14.19","21.53","39.59","62.10","74.07","92.60","58.02"
"REES","MH 2575","B","S","Assam","2.40","11.32","17.35","8.60","12.03","14.31","16.27","17.06","49.02","103.88","205.26","120.46"
"REES","MH 2575","B","G","Bihar","1.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2575","B","G","Chattisgarh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2575","B","UT","D NCT Delhi","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2575","B","G","Goa","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2575","B","G","Gujarat","24.95","28.02","24.13","25.23","27.61","30.64","28.26","29.52","32.04","35.83","38.70","44.74"
"REES","MH 2575","B","G","Haryana","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2575","B","S","Himachal Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2575","B","S","Jammu and Kashmir","63.58","59.18","214.11","141.08","188.38","122.43","540.71","116.43","179.81","197.79","240.12","290.24"
"REES","MH 2575","B","G","Jharkhand","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2575","B","G","Karnataka","0.00","0.00","73.62","31.73","3.90","30.10","157.45","333.45","303.83","198.19","474.91","108.17"
"REES","MH 2575","B","G","Kerala","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2575","B","G","Madhya Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2575","B","G","Maharastra","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2575","B","S","Manipur","0.00","0.00","0.00","0.00","7.50","7.50","15.00","15.00","0.00","34.96","50.13","33.79"
"REES","MH 2575","B","S","Meghalaya","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2575","B","S","Mizoram","7.99","8.47","17.36","0.26","0.24","0.28","9.83","19.44","22.33","29.30","31.64","38.33"
"REES","MH 2575","B","S","Nagaland","4.72","8.14","9.13","17.75","16.71","11.80","10.81","13.73","32.90","72.42","60.63","73.25"
"REES","MH 2575","B","G","Orissa","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2575","B","G","Punjab","8.93","13.25","16.25","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2575","B","G","Rajasthan","5.24","7.00","0.00","0.00","-0.09","-0.03","0.00","0.00","0.19","0.24","0.23","0.14"
"REES","MH 2575","B","S","Sikkim","0.00","0.98","0.62","1.09","0.70","1.61","2.30","4.24","1.42","0.29","0.44","0.47"
"REES","MH 2575","B","G","Tamil Nadu","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2575","B","S","Tripura","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2575","B","G","Uttar Pradesh","1.54","0.00","0.00","13.50","27.00","36.37","49.50","83.50","53.70","22.86","44.43","80.83"
"REES","MH 2575","B","S","Uttarakhand","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2575","B","G","West Bengal","65.80","159.46","174.32","158.91","126.47","173.80","221.15","252.66","269.13","243.65","367.64","444.02"
"REES","MH 2700","A","U","A Union Govt","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2700","B","UT","A UT Puducherry","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2700","B","G","Andhra Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2700","B","S","Arunachal Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2700","B","S","Assam","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2700","B","G","Bihar","0.00","0.00","0.00","0.00","0.00","0.00","95.31","112.69","192.16","164.18","304.86","359.08"
"REES","MH 2700","B","G","Chattisgarh","0.00","0.00","0.00","0.00","0.00","0.00","20.53","18.25","18.82","24.21","28.03","25.02"
"REES","MH 2700","B","UT","D NCT Delhi","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2700","B","G","Goa","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2700","B","G","Gujarat","0.00","0.00","0.00","0.00","0.00","0.00","143.21","189.91","179.30","203.88","243.12","281.59"
"REES","MH 2700","B","G","Haryana","0.00","0.00","0.00","0.00","0.00","0.00","385.99","469.38","611.94","652.77","725.29","733.67"
"REES","MH 2700","B","S","Himachal Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2.07","4.40","6.02","6.08","7.20"
"REES","MH 2700","B","S","Jammu and Kashmir","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3.56","3.64","4.05","3.78"
"REES","MH 2700","B","G","Jharkhand","0.00","0.00","0.00","0.00","0.00","0.00","0.00","51.34","53.11","74.29","90.76","93.42"
"REES","MH 2700","B","G","Karnataka","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","28.67","29.73","35.35"
"REES","MH 2700","B","G","Kerala","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","55.30","83.69","100.71"
"REES","MH 2700","B","G","Madhya Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","0.00","64.49","75.69","78.10","84.27","112.50"
"REES","MH 2700","B","G","Maharastra","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2700","B","S","Manipur","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","23.54","25.13"
"REES","MH 2700","B","S","Meghalaya","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2700","B","S","Mizoram","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2700","B","S","Nagaland","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2700","B","G","Orissa","0.00","0.00","0.00","0.00","0.00","0.00","94.67","105.83","128.36","161.36","199.04","254.19"
"REES","MH 2700","B","G","Punjab","0.00","0.00","0.00","0.00","0.00","0.00","0.00","381.60","417.58","443.81","554.74","685.00"
"REES","MH 2700","B","G","Rajasthan","0.00","0.00","0.00","0.00","0.00","0.00","693.56","742.62","783.85","849.33","910.24","982.15"
"REES","MH 2700","B","S","Sikkim","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2700","B","G","Tamil Nadu","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2700","B","S","Tripura","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2700","B","G","Uttar Pradesh","0.00","0.00","0.00","0.00","0.00","0.00","184.29","193.12","232.09","249.44","236.81","270.32"
"REES","MH 2700","B","S","Uttarakhand","0.00","0.00","0.00","0.00","0.00","0.00","97.04","106.19","110.85","144.52","175.21","202.83"
"REES","MH 2700","B","G","West Bengal","0.00","0.00","0.00","0.00","0.00","0.00","5.95","123.42","127.93","150.43","204.20","197.46"
"REES","MH 2701","A","U","A Union Govt","124.22","118.79","126.99","123.85","150.56","156.27","158.99","163.62","196.55","298.10","360.54","362.00"
"REES","MH 2701","B","UT","A UT Puducherry","0.48","0.49","0.52","0.52","0.55","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2701","B","G","Andhra Pradesh","1053.18","1295.39","1342.13","1574.46","1726.56","1772.31","2470.94","3026.51","4541.49","3797.60","5116.54","6092.56"
"REES","MH 2701","B","S","Arunachal Pradesh","0.34","0.34","0.36","0.40","0.40","0.40","0.40","0.56","0.48","0.50","0.00","0.60"
"REES","MH 2701","B","S","Assam","9.71","24.75","22.48","13.90","24.20","33.49","36.53","38.56","37.39","44.46","65.37","94.40"
"REES","MH 2701","B","G","Bihar","203.07","179.72","145.90","153.68","150.44","150.35","66.84","74.22","69.80","146.17","69.05","85.87"
"REES","MH 2701","B","G","Chattisgarh","0.00","27.33","73.43","80.53","87.02","89.45","73.60","80.56","88.48","119.64","193.04","205.66"
"REES","MH 2701","B","UT","D NCT Delhi","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2701","B","G","Goa","6.38","7.60","5.99","6.58","6.71","7.38","8.34","8.99","13.72","17.26","24.45","24.33"
"REES","MH 2701","B","G","Gujarat","1526.20","1729.00","1694.14","1807.51","214.44","255.72","98.35","135.65","130.72","139.25","187.44","199.47"
"REES","MH 2701","B","G","Haryana","277.91","279.65","344.77","371.89","380.74","387.90","15.32","23.60","21.44","8.55","4.05","24.79"
"REES","MH 2701","B","S","Himachal Pradesh","4.09","4.32","2.84","3.47","3.12","5.48","5.16","3.43","2.95","4.00","4.30","5.62"
"REES","MH 2701","B","S","Jammu and Kashmir","16.18","21.70","19.36","21.06","22.20","58.34","28.53","34.87","41.82","42.95","45.48","45.57"
"REES","MH 2701","B","G","Jharkhand","0.00","3.28","16.72","16.30","15.56","12.84","86.91","75.17","76.78","97.68","113.25","109.77"
"REES","MH 2701","B","G","Karnataka","593.66","650.61","68.60","69.01","63.19","60.60","68.33","79.79","70.66","40.55","99.81","140.20"
"REES","MH 2701","B","G","Kerala","46.23","53.92","44.15","68.02","81.27","99.70","120.36","107.96","160.14","104.33","43.73","59.56"
"REES","MH 2701","B","G","Madhya Pradesh","276.18","271.21","216.47","211.04","223.95","250.37","269.84","216.10","237.97","283.72","347.53","415.02"
"REES","MH 2701","B","G","Maharastra","1590.89","1601.14","1635.57","1654.42","150.66","580.80","979.17","1053.76","1160.17","1432.03","1659.64","1742.87"
"REES","MH 2701","B","S","Manipur","15.46","7.68","5.33","15.22","19.46","18.27","20.89","19.31","18.02","16.14","5.82","9.03"
"REES","MH 2701","B","S","Meghalaya","0.19","0.18","0.22","0.16","0.07","0.02","0.02","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2701","B","S","Mizoram","0.03","0.01","0.01","0.01","0.06","0.01","0.01","0.01","0.01","0.01","0.01","0.01"
"REES","MH 2701","B","S","Nagaland","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2701","B","G","Orissa","67.04","70.12","71.86","74.33","75.69","82.22","11.95","18.08","43.12","45.89","48.61","61.65"
"REES","MH 2701","B","G","Punjab","190.26","220.66","222.12","248.23","399.46","333.99","467.09","46.26","47.05","54.79","59.81","60.57"
"REES","MH 2701","B","G","Rajasthan","556.64","586.67","622.37","616.01","687.00","763.70","129.34","138.91","145.10","167.48","179.88","185.97"
"REES","MH 2701","B","S","Sikkim","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"REES","MH 2701","B","G","Tamil Nadu","306.49","347.69","345.94","403.27","449.76","468.35","461.64","537.09","560.56","639.88","694.83","698.68"
"REES","MH 2701","B","S","Tripura","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.06"
"REES","MH 2701","B","G","Uttar Pradesh","943.53","1054.73","980.68","1072.91","1117.43","1156.60","726.98","1033.05","1219.27","1301.86","1560.47","2213.99"
"REES","MH 2701","B","S","Uttarakhand","0.00","15.37","79.35","87.30","100.92","104.52","11.19","9.01","13.26","9.03","12.02","16.17"
"REES","MH 2701","B","G","West Bengal","171.90","190.87","161.39","151.82","142.18","169.23","178.81","118.46","82.37","96.93","126.59","140.40"
"REES","MH 2702","A","U","A Union Govt","93.99","104.55","148.92","123.67","115.44","108.13","113.29","114.50","112.00","146.39","185.94","202.46"
"REES","MH 2702","B","UT","A UT Puducherry","9.10","9.86","10.31","10.47","11.40","17.00","15.72","16.54","13.40","14.49","17.59","19.96"
